drugs,from_user,text,time,geo_coordinates,iso_language_code,from_user_id_str,id_str,to_user,to_user_id_str,created_at,in_reply_to_status_id_str,source,profile_image_url,status_url,entities_str,compt
simvastatin,To_bely,Baru akan pulang (y) semangat kelompok simvastatin,01/09/2012 09:02:31,"loc: -7.273167,112.758702",id,204669776,241823340812177408 ,,0,"Sat, 01 Sep 2012 09:02:31 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2555794035/mb3215hq_normal,http://twitter.com/To_bely/statuses/241823340812177408,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
sertraline,Anne_Jello,@Grace_is_full sertraline,01/09/2012 07:35:20,"loc: 38.345373,-75.607992",id,48934518,241801399208402945 ,Grace_is_full,258567051,"Sat, 01 Sep 2012 07:35:20 +0000",241801150138048512,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2421042256/image_normal.jpg,http://twitter.com/Anne_Jello/statuses/241801399208402945,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":258567051,""name"":""G R ▲ C X"",""indices"":[0,14],""screen_name"":""Grace_is_full"",""id_str"":""258567051""}]}",1
hydrocodone,NisaFaber41,"Ill have some of those to""@JakeeeSteeelo: * hydrocodone pills. RT @NisaFaber41 Fuck today.I need like 253367 drinks rightnow!:/""",01/09/2012 02:48:58,"loc: 31.748675,-106.390357",en,244228407,241729332702236673 ,,0,"Sat, 01 Sep 2012 02:48:58 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2558271909/wDACIosF_normal,http://twitter.com/NisaFaber41/statuses/241729332702236673,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":196870687,""name"":""KingJakeee ♚"",""indices"":[26,40],""screen_name"":""JakeeeSteeelo"",""id_str"":""196870687""},{""id"":244228407,""name"":""Anisa Corral "",""indices"":[66,78],""screen_name"":""NisaFaber41"",""id_str"":""244228407""}]}",1
hydrocodone,_Prent21,Ibuprofen and hydrocodone will be my bestfriends this weekend and at practice next week,01/09/2012 02:42:25,"loc: 37.635999,-77.279798",en,700278367,241727684663726080 ,,0,"Sat, 01 Sep 2012 02:42:25 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2478334574/G1nUHX9E_normal,http://twitter.com/_Prent21/statuses/241727684663726080,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
metformin,Ross_Forrester,“@ilovecottonball: Every time we talk about diabetes in class I leave hungry and have a strong urge to buy a milky way” metformin!!!,31/08/2012 21:26:51,"loc: 33.484035,-111.676669",en,145444554,241648267958579200 ,,0,"Fri, 31 Aug 2012 21:26:51 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2403990904/image_normal.jpg,http://twitter.com/Ross_Forrester/statuses/241648267958579200,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":67084260,""name"":""Leah Carter"",""indices"":[1,17],""screen_name"":""ilovecottonball"",""id_str"":""67084260""}]}",1
zolpidem,Abdel_GastroMD,"Still wide-awake! I should've taken my zolpidem💊 earlier! 
Or it's not working anymore??!!!😳
I hope not!😔😞😒
Where are you my precious 💤💤💤???",31/08/2012 19:25:51,"loc: 14.621044,121.043973",en,207517874,241617816908873729 ,,0,"Fri, 31 Aug 2012 19:25:51 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2482845009/image_normal.jpg,http://twitter.com/Abdel_GastroMD/statuses/241617816908873729,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,LeahCatherine14,"If you have amoxicillin, please bring it to me pronto",31/08/2012 16:41:17,"loc: 38.932321,-90.207363",en,74223968,241576404100186113 ,,0,"Fri, 31 Aug 2012 16:41:17 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2436141904/image_normal.jpg,http://twitter.com/LeahCatherine14/statuses/241576404100186113,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
citalopram,gabriel_el_guia,Mi roommate toma Citalopram. Ojala no me mate.,31/08/2012 16:09:02,"loc: 44.80555,-91.506936",pl,102572591,241568288860151808 ,,0,"Fri, 31 Aug 2012 16:09:02 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2449340525/i2w42j90qjszhfeydx48_normal.jpeg,http://twitter.com/gabriel_el_guia/statuses/241568288860151808,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
omeprazole,ItsmeakenoLei,At nessy thanks for giving me some omeprazole stuff;) i appreciate it;) night night night:),31/08/2012 15:13:44,"loc: 11.699109,122.377374",en,126877526,241554370825682946 ,,0,"Fri, 31 Aug 2012 15:13:44 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2562281175/image_normal.jpg,http://twitter.com/ItsmeakenoLei/statuses/241554370825682946,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,sianywalshy,"Pilled up on cocodomal, amoxicillin and diazepam, getting wasted tonight #mess",31/08/2012 12:46:14,"loc: 53.691734,-2.553946",en,566747389,241517252720082944 ,,0,"Fri, 31 Aug 2012 12:46:14 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2493182472/image_normal.jpg,http://twitter.com/sianywalshy/statuses/241517252720082944,"{""urls"":[],""hashtags"":[{""text"":""mess"",""indices"":[73,78]}],""user_mentions"":[]}",1
Lipitor,bobschwartz,"Last night dinner of 18 cheeses from around France -&gt; or a ""Lipitor Double Down Dinner"" w @philippe_humeau http://t.co/6cAYf3DX",31/08/2012 09:55:47,"loc: 48.87226,2.33313",en,14653680,241474352044982272 ,,0,"Fri, 31 Aug 2012 09:55:47 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/315804556/Hedadshot_bob_Casual060_normal.jpg,http://twitter.com/bobschwartz/statuses/241474352044982272,"{""urls"":[],""hashtags"":[],""media"":[{""sizes"":{""orig"":{""w"":600,""resize"":""fit"",""h"":800},""small"":{""w"":340,""resize"":""fit"",""h"":453},""thumb"":{""w"":150,""resize"":""crop"",""h"":150},""medium"":{""w"":600,""resize"":""fit"",""h"":800},""large"":{""w"":600,""resize"":""fit"",""h"":800}},""id"":241474352053370880,""media_url_https"":""https://p.twimg.com/A1njpNCCQAAfeq9.jpg"",""media_url"":""http://p.twimg.com/A1njpNCCQAAfeq9.jpg"",""expanded_url"":""http://twitter.com/bobschwartz/status/241474352044982272/photo/1"",""indices"":[110,130],""id_str"":""241474352053370880"",""type"":""photo"",""display_url"":""pic.twitter.com/6cAYf3DX"",""url"":""http://t.co/6cAYf3DX""}],""user_mentions"":[{""id"":45595988,""name"":""Philippe Humeau"",""indices"":[93,109],""screen_name"":""philippe_humeau"",""id_str"":""45595988""}]}",1
amoxicillin,nopantspartyy,"Except for when I got my shot then given 2 Vicodin, 2 amoxicillin, 3 ibuprofens, DayQuil, &amp; 2 Tylenol. Slept like a baby for like 4 hours",31/08/2012 08:17:08,"loc: 41.460195,-85.842385",en,184619727,241449530590117889 ,,0,"Fri, 31 Aug 2012 08:17:08 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2439037267/image_normal.jpg,http://twitter.com/nopantspartyy/statuses/241449530590117889,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,LeahCatherine14,@abbidoyo crying. Bring me amoxicillin. 💊💊💊💊💊💊,31/08/2012 04:40:42,"loc: 38.935016,-90.202279",en,74223968,241395061869391872 ,abbidoyo,30041089,"Fri, 31 Aug 2012 04:40:42 +0000",241385123277324288,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2436141904/image_normal.jpg,http://twitter.com/LeahCatherine14/statuses/241395061869391872,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":30041089,""name"":""Abigail Dolores"",""indices"":[0,9],""screen_name"":""abbidoyo"",""id_str"":""30041089""}]}",1
hydrocodone,sarabanana_22,"Thank goodness for Hydrocodone, in so much pain 😖",31/08/2012 04:29:54,"loc: 26.261946,-80.251971",en,331230966,241392344614711298 ,,0,"Fri, 31 Aug 2012 04:29:54 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2194506467/image_normal.jpg,http://twitter.com/sarabanana_22/statuses/241392344614711298,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,tajLETHAL,“@ImaPlainJane: Hydrocodone” god's gift to cramps,31/08/2012 02:03:42,"loc: 39.036854,-94.583145",en,250969262,241355550284214272 ,,0,"Fri, 31 Aug 2012 02:03:42 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2448259986/image_normal.jpg,http://twitter.com/tajLETHAL/statuses/241355550284214272,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":140261195,""name"":""Mixed W/ Blacker!"",""indices"":[1,14],""screen_name"":""ImaPlainJane"",""id_str"":""140261195""}]}",1
hydrocodone,asl104,Mouth in serious pain. Hydrocodone not helping. #problems #teeth 😁😖💊👎,31/08/2012 01:46:19,"loc: 32.099848,-94.472232",en,104946070,241351177911037953 ,,0,"Fri, 31 Aug 2012 01:46:19 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2440148966/cete8ruu06mj349x4vu2_normal.jpeg,http://twitter.com/asl104/statuses/241351177911037953,"{""urls"":[],""hashtags"":[{""text"":""problems"",""indices"":[48,57]},{""text"":""teeth"",""indices"":[58,64]}],""user_mentions"":[]}",1
hydrochlorothiazide,AshtonAtkins_,@eel2014 I bet the sex pill was hydrochlorothiazide,30/08/2012 22:43:28,"loc: 41.053406,-83.652317",en,410542331,241305164001181697 ,eel2014,362612336,"Thu, 30 Aug 2012 22:43:28 +0000",241210485951836160,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/1634821978/image_normal.jpg,http://twitter.com/AshtonAtkins_/statuses/241305164001181697,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":362612336,""name"":""Erin Laraway"",""indices"":[0,8],""screen_name"":""eel2014"",""id_str"":""362612336""}]}",1
Lipitor,lanceclinton,@BlakeBravo @hermsquad throw in a couple Lipitor,30/08/2012 21:24:50,"loc: 32.784845,-97.058118",en,240492914,241285373332963328 ,BlakeBravo,47257500,"Thu, 30 Aug 2012 21:24:50 +0000",241251661702627328,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/1945691400/photo-17_normal.JPG,http://twitter.com/lanceclinton/statuses/241285373332963328,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":47257500,""name"":""Blake Bravo"",""indices"":[0,11],""screen_name"":""BlakeBravo"",""id_str"":""47257500""},{""id"":49763567,""name"":""Herman Claros"",""indices"":[12,22],""screen_name"":""hermsquad"",""id_str"":""49763567""}]}",1
citalopram,youfcoffee,"@HeatherMaryJoan #JONNYTHEJERK
#2stoneheavier
#citalopram
#lackofcocaine

#loser!",30/08/2012 21:17:12,"loc: 52.924015,-1.287178",en,256486514,241283453184794624 ,HeatherMaryJoan,295929972,"Thu, 30 Aug 2012 21:17:12 +0000",241283030143098882,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2542838588/image_normal.jpg,http://twitter.com/youfcoffee/statuses/241283453184794624,"{""urls"":[],""hashtags"":[{""text"":""JONNYTHEJERK"",""indices"":[17,30]},{""text"":""2stoneheavier"",""indices"":[31,45]},{""text"":""citalopram"",""indices"":[46,57]},{""text"":""lackofcocaine"",""indices"":[58,72]},{""text"":""loser"",""indices"":[74,80]}],""user_mentions"":[{""id"":295929972,""name"":""Heather Cullen"",""indices"":[0,16],""screen_name"":""HeatherMaryJoan"",""id_str"":""295929972""}]}",1
alprazolam,ThomasFETT,Alprazolam time ......,30/08/2012 20:53:03,"loc: 57.710616,11.987601",lt,50062117,241277376191938560 ,,0,"Thu, 30 Aug 2012 20:53:03 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2284830930/image_normal.jpg,http://twitter.com/ThomasFETT/statuses/241277376191938560,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,M_ThuginzZ,Idk why so many people want  hydrocodone.. It taste soo #nasty,30/08/2012 16:16:44,"loc: 40.013983,-75.561926",en,263929275,241207836565192705 ,,0,"Thu, 30 Aug 2012 16:16:44 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2259251311/image_normal.jpg,http://twitter.com/M_ThuginzZ/statuses/241207836565192705,"{""urls"":[],""hashtags"":[{""text"":""nasty"",""indices"":[56,62]}],""user_mentions"":[]}",1
amoxicillin,iancrossen,"Amoxicillin pills are definitely for horses, not humans #massive",30/08/2012 15:53:35,"loc: 42.183037,-71.194391",en,38768330,241202013289979904 ,,0,"Thu, 30 Aug 2012 15:53:35 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2497933887/image_normal.jpg,http://twitter.com/iancrossen/statuses/241202013289979904,"{""urls"":[],""hashtags"":[{""text"":""massive"",""indices"":[56,64]}],""user_mentions"":[]}",1
amlodipine,w_pat_tc,WO2012113325A1 Method For Preparing Amlodipine #C07D #C07D211 http://t.co/Ckx45sL1,30/08/2012 15:44:27,"loc: 23.021196,113.747987",id,163877216,241199712890413056 ,,0,"Thu, 30 Aug 2012 15:44:27 +0000",,&lt;a href=&quot;http://w.pat.tc&quot;&gt;TwittlyDumb&lt;/a&gt;,http://a0.twimg.com/profile_images/2309783804/355j4shhjrh4rqb5vsys_normal.jpeg,http://twitter.com/w_pat_tc/statuses/241199712890413056,"{""urls"":[{""expanded_url"":""http://w.pat.tc/WO2012113325A1"",""indices"":[62,82],""display_url"":""w.pat.tc/WO2012113325A1"",""url"":""http://t.co/Ckx45sL1""}],""hashtags"":[{""text"":""C07D"",""indices"":[47,52]},{""text"":""C07D211"",""indices"":[53,61]}],""user_mentions"":[]}",1
amoxicillin,jfboyleiii,@ashleyspears22 I think you need amoxicillin. That's what I was on when my glands were in swole...,30/08/2012 06:28:12,"loc: 42.463193,-82.906284",en,320553770,241059727855988736 ,ashleyspears22,209600173,"Thu, 30 Aug 2012 06:28:12 +0000",241059106138501120,&lt;a href=&quot;http://www.tweetcaster.com&quot;&gt;TweetCaster for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2372540614/profile_normal.jpg,http://twitter.com/jfboyleiii/statuses/241059727855988736,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":209600173,""name"":""Ashley Spears"",""indices"":[0,15],""screen_name"":""ashleyspears22"",""id_str"":""209600173""}]}",1
omeprazole,FahadAlHulaibi,"@F0subait عليك بحبوب اسمها
Omeprazole
فعالة جدا لحالات حرقان المعدة",30/08/2012 06:12:52,"loc: 25.433544,49.574036",ar,244093627,241055869511532545 ,F0subait,281428154,"Thu, 30 Aug 2012 06:12:52 +0000",241041726356197376,&lt;a href=&quot;http://tapbots.com/tweetbot&quot;&gt;Tweetbot for iOS&lt;/a&gt;,http://a0.twimg.com/profile_images/2403781658/yau4zu5ye64q8v4z8ph8_normal.jpeg,http://twitter.com/FahadAlHulaibi/statuses/241055869511532545,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":281428154,""name"":""فهد السبيت"",""indices"":[0,9],""screen_name"":""F0subait"",""id_str"":""281428154""}]}",1
alprazolam,mel_grassov,Sueños de alprazolam por I-sat.,30/08/2012 04:10:42,"loc: -34.60321,-58.49642",es,57396646,241025126752210944 ,,0,"Thu, 30 Aug 2012 04:10:42 +0000",,&lt;a href=&quot;http://blackberry.com/twitter&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,http://a0.twimg.com/profile_images/2322752695/nm2l6ve31v3b4r37b7p7_normal.jpeg,http://twitter.com/mel_grassov/statuses/241025126752210944,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,KaraDianHuff,"""@GoDumbJonni: That hydrocodone though &gt;&gt;&gt;"" WILL KILL YOU.",30/08/2012 03:08:40,"loc: 30.444307,-81.630411",en,471400698,241009515770834944 ,,0,"Thu, 30 Aug 2012 03:08:40 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2507061989/m61f201U_normal,http://twitter.com/KaraDianHuff/statuses/241009515770834944,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":385075157,""name"":""jon▲than."",""indices"":[1,13],""screen_name"":""GoDumbJonni"",""id_str"":""385075157""}]}",1
amoxicillin,b_ritnicole,Why are my amoxicillin pills so HUGE? #gag,29/08/2012 23:50:43,"loc: 30.434612,-97.837466",en,382244932,240959699648925696 ,,0,"Wed, 29 Aug 2012 23:50:43 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2522577609/image_normal.jpg,http://twitter.com/b_ritnicole/statuses/240959699648925696,"{""urls"":[],""hashtags"":[{""text"":""gag"",""indices"":[38,42]}],""user_mentions"":[]}",1
omeprazole,JT_OvO,@torallen7 this is a bargain. I'm gona get the next few frm supermarket until I need more omeprazole then get both on nhs 💊👍💊👍,29/08/2012 23:07:32,"loc: 53.365568,-1.500627",en,573083045,240948831108341760 ,torallen7,288981512,"Wed, 29 Aug 2012 23:07:32 +0000",240473168135999488,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2379120696/bz38kiu4kyl4s0pupw9t_normal.jpeg,http://twitter.com/JT_OvO/statuses/240948831108341760,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":288981512,""name"":""Victoria Allen"",""indices"":[0,10],""screen_name"":""torallen7"",""id_str"":""288981512""}]}",1
hydrocodone,DearLily_XO,@DavidIsFoxy yep! He had it on his left shoulder. Did you get hydrocodone?,29/08/2012 21:47:28,"loc: 32.686236,-97.117871",en,226808881,240928681567076352 ,DavidIsFoxy,78505726,"Wed, 29 Aug 2012 21:47:28 +0000",240928424313622528,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2536242254/92COlED5_normal,http://twitter.com/DearLily_XO/statuses/240928681567076352,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":78505726,""name"":""David Rodriguez"",""indices"":[0,12],""screen_name"":""DavidIsFoxy"",""id_str"":""78505726""}]}",1
amoxicillin,nopantspartyy,"I feel like I'm about to pass out for 10 hours, a Vicodin, 2 amoxicillin, 2 Tylenol, and 3 ibuprofen. Holy geez.",29/08/2012 20:03:50,"loc: 41.460195,-85.842379",en,184619727,240902601363816448 ,,0,"Wed, 29 Aug 2012 20:03:50 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2439037267/image_normal.jpg,http://twitter.com/nopantspartyy/statuses/240902601363816448,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
alprazolam,RichieUbilla,"Mmmm alprazolam en su efecto
Máximo ... Buenas noches !!!",29/08/2012 04:23:31,"loc: -38.692851,-72.360957",es,34697274,240665962091786240 ,,0,"Wed, 29 Aug 2012 04:23:31 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2315093788/n54y7l4mwc46u6irz6x2_normal.jpeg,http://twitter.com/RichieUbilla/statuses/240665962091786240,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,perryzachariah,"just took a couple amoxicillin 
hopefully theres some cool effects",29/08/2012 02:33:02,"loc: 45.5069,-73.5722",en,302335409,240638158872653825 ,,0,"Wed, 29 Aug 2012 02:33:02 +0000",,&lt;a href=&quot;http://mobile.twitter.com&quot; rel=&quot;nofollow&quot;&gt;Mobile Web&lt;/a&gt;,http://a0.twimg.com/profile_images/2465038084/image_normal.jpg,http://twitter.com/perryzachariah/statuses/240638158872653825,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
zolpidem,mulebebe,"Há drogas bem nices.Tomei stilnox,vulgo zolpidem,Tou a curtir a cena dele e depois ele vai me deixar dormir. Troca admirável d favores.Love!",28/08/2012 23:18:36,"loc: 41.112,-8.6081",pt,45605474,240589228675846146 ,,0,"Tue, 28 Aug 2012 23:18:36 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2536831174/7xtabpz3wj1dhlxwg5wx_normal.jpeg,http://twitter.com/mulebebe/statuses/240589228675846146,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,plwiggins,"Need a double double animal style, wait, I mean double shot expresso with a Hydrocodone chaser. (@ Starbucks) [pic]: http://t.co/2Kdbc55a",28/08/2012 22:01:53,"loc: 32.9251,-96.77",en,21442522,240569920331583489 ,,0,"Tue, 28 Aug 2012 22:01:53 +0000",,&lt;a href=&quot;http://foursquare.com&quot; rel=&quot;nofollow&quot;&gt;foursquare&lt;/a&gt;,http://a0.twimg.com/profile_images/1151925803/image_normal.jpg,http://twitter.com/plwiggins/statuses/240569920331583489,"{""urls"":[{""expanded_url"":""http://4sq.com/RkG6rD"",""indices"":[117,137],""display_url"":""4sq.com/RkG6rD"",""url"":""http://t.co/2Kdbc55a""}],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,captMbaby,amoxicillin &gt;&gt;&gt; #goodshit,28/08/2012 20:34:00,"loc: 38.656483,-87.15762",nl,58251240,240547803582062592 ,,0,"Tue, 28 Aug 2012 20:34:00 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2138331969/947_normal.jpg,http://twitter.com/captMbaby/statuses/240547803582062592,"{""urls"":[],""hashtags"":[{""text"":""goodshit"",""indices"":[25,34]}],""user_mentions"":[]}",1
omeprazole,miss_tastylou,"No rennies left and my omeprazole is at home, my life might as well be over! Stomach ulcer out #pain",28/08/2012 17:45:13,"loc: 53.7779,-2.4742",en,220689439,240505331111849984 ,,0,"Tue, 28 Aug 2012 17:45:13 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2552794828/image_normal.jpg,http://twitter.com/miss_tastylou/statuses/240505331111849984,"{""urls"":[],""hashtags"":[{""text"":""pain"",""indices"":[95,100]}],""user_mentions"":[]}",1
amoxicillin,captMbaby,amoxicillin &gt;&gt;&gt; #goodshit,28/08/2012 20:34:00,"loc: 38.6565,-87.1576",nl,58251240,240547803582062592 ,,0,"Tue, 28 Aug 2012 20:34:00 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2138331969/947_normal.jpg,http://twitter.com/captMbaby/statuses/240547803582062592,"{""urls"":[],""hashtags"":[{""text"":""goodshit"",""indices"":[25,34]}],""user_mentions"":[]}",1
metformin,docalvi,"@TheMainlandBlog 
I've been prescribing him metformin three times a day as prophylaxis for the last 20 years.  Give me some credit.  :-)",28/08/2012 17:49:15,"loc: 55.8908,-4.3431",en,235662078,240506344820572161 ,TheMainlandBlog,17818190,"Tue, 28 Aug 2012 17:49:15 +0000",240487558960787457,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2547030233/image_normal.jpg,http://twitter.com/docalvi/statuses/240506344820572161,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":17818190,""name"":""Mister Rob"",""indices"":[0,16],""screen_name"":""TheMainlandBlog"",""id_str"":""17818190""}]}",1
omeprazole,miss_tastylou,"No rennies left and my omeprazole is at home, my life might as well be over! Stomach ulcer out #pain",28/08/2012 17:45:13,"loc: 53.7779,-2.4742",en,220689439,240505331111849984 ,,0,"Tue, 28 Aug 2012 17:45:13 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2552794828/image_normal.jpg,http://twitter.com/miss_tastylou/statuses/240505331111849984,"{""urls"":[],""hashtags"":[{""text"":""pain"",""indices"":[95,100]}],""user_mentions"":[]}",1
alprazolam,syamharyo,"alprazolam doesnt work anymore, how about prozac? 😜 “@heyyniecha: @yudaherdanto tp abis itu kayak hangover hahaa pusing”",28/08/2012 08:27:30,"loc: -8.6576,116.5257",en,73569322,240364974294306816 ,,0,"Tue, 28 Aug 2012 08:27:30 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2229951602/image_normal.jpg,http://twitter.com/syamharyo/statuses/240364974294306816,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":296178310,""name"":""theresia purba"",""indices"":[53,64],""screen_name"":""heyyniecha"",""id_str"":""296178310""},{""id"":59436618,""name"":""Yuda Herdanto"",""indices"":[66,79],""screen_name"":""yudaherdanto"",""id_str"":""59436618""}]}",1
hydrocodone,farrahluvsu,How am I supposed to stay awake for four college classes all back to back starting at 8 am when I'm on hydrocodone (prescribed) fml,28/08/2012 03:46:24,"loc: 33.1279,-96.6997",en,292151956,240294234882719744 ,,0,"Tue, 28 Aug 2012 03:46:24 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2294678765/image_normal.jpg,http://twitter.com/farrahluvsu/statuses/240294234882719744,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
